Date,ASII.JK,BBCA.JK,BBRI.JK,BMRI.JK,EXCL.JK,ICBP.JK,INDF.JK,KLBF.JK,TLKM.JK,UNVR.JK
2020-01-03,0.010909193443072507,0.016442406496372186,0.0022675451912657074,-0.0032258642419746852,-0.0031151891879754867,0.008968782135426512,0.006269611773090933,0.012383921522276298,0.017902753574188468,0.002923903353940549
2020-01-06,-0.028777027206621453,-0.009558537708564407,-0.01131234797112457,-0.016181326295952148,0.012499969224925023,0.022222050357183498,-0.0031152356090997646,0.003058151116214658,-0.005025168965309357,-0.011661804222123706
2020-01-07,0.0037037383250195788,0.0007423007418454475,0.006865087215224053,0.0,0.00308643476303061,0.0,0.02499999805810771,-0.003048827341477156,-0.005050464674559496,-0.002949778810291792
2020-01-08,0.0,-0.00890205145221279,-0.00454548898996876,-0.013157836266925016,0.01538451040808786,0.004347812591662503,0.0030487518388297996,-0.030581174222207852,-0.01015228726930939,-0.014792967058078088
2020-01-09,0.014760060650651274,0.008982009765287513,0.004566244805457531,0.02666664665349794,-0.0030301411908386644,-0.0021643988976255413,0.003039560753552939,0.009463869593498986,0.015384577262280263,0.00300300211231197
2020-01-10,-0.007272463901127457,-0.002225687824756295,0.002272790144340453,0.003246811790082793,0.0,0.0,0.0,0.0,0.005050548826530221,-0.011976118290754512
2020-01-13,0.014651702934662447,0.0029740572880185834,0.022675634096016584,0.0,0.006078967779014066,0.0021690936815987882,-0.012121323962789532,0.0,0.012562796819634237,0.01818196374875769
2020-01-14,0.03610120430292607,0.01853228168375831,0.013303692574332615,0.0032363041197105424,0.006042325368757151,0.004329087527823905,-0.003067456128766799,-0.009375144449013217,-0.0198511227809135,0.00892849465988621
2020-01-15,0.0034842470921874202,-0.005094599835747227,0.002188332491520395,-0.012903360129995156,-0.024024052180002697,-0.010775827873699129,-0.00923075958243691,-0.003154536305581268,-0.017721461320118426,0.0
2020-01-16,-0.010416658967790204,0.002194666703703163,-0.0021835541490291543,-0.013071935179306271,0.024615414174564698,0.010893211243045986,0.015528036853285743,0.0537975185583377,-0.007731982226876211,-0.005899557620583584
2020-01-17,-0.007017503053106222,0.0036493661273888645,0.013129115924221724,0.02317892907405361,0.009009052427106923,-0.0021551655747398257,0.009174301466114088,-0.030029998234814115,-0.010389613312290935,-0.0029674310158380734
2020-01-20,-0.01060080581081202,-0.005817994823512862,0.006479748302951949,-0.012945022176241605,0.0,0.0021598203451953513,0.0,0.003095937741496968,0.0,-0.008928641635830514
2020-01-21,0.0035714623154035063,-0.0007315268129162167,0.00214572314387107,0.009836045888686584,-0.01785731499285148,0.008620662298959303,0.0,-0.006172850001844865,0.02099729383179083,0.0
2020-01-22,-0.003558752365440565,0.0014642973284990646,0.008565461718601064,0.012987052226866247,-0.030302915086193094,0.004273586167557575,-0.024242497281821707,-0.012422295958376184,-0.007711935154055771,-0.0030029279622807437
2020-01-23,0.007142924630807235,0.0,0.006369431640808498,-0.0032051858737436323,0.006250030205166235,-0.004255400347495053,0.012422321412098869,-0.009433934480700068,0.005181305102518463,0.003011972699321186
2020-01-24,-0.010638289842367143,-0.004386124083296861,0.0,0.01929256663589074,-0.009316814933002182,0.0,0.006135064749697827,-0.022222301893362273,0.010309366893872296,-0.018017864373809256
2020-01-27,-0.035842302891693434,0.0044054469201308954,-0.018987441004570504,-0.025236481332399863,-0.04075236572110996,-0.004273586167557575,-0.009146407078809093,-0.01298712448578121,-0.020408336756428835,0.01223233484951014
2020-01-28,0.01487014103488593,-0.007310178071534668,-0.006451704866963448,0.0032363041197105424,-0.003267989749091149,-0.002145916171774398,0.0,-0.013157737364980382,-0.0026041458752127378,-0.0030212961055187115
2020-01-29,0.0,-0.0007362881421397738,0.0,0.006451534808142423,-0.013114722417495228,0.00645168904772131,-0.02461538438005939,0.01666655648730564,0.018276790117527364,0.0
2020-01-30,-0.029304074184799966,-0.006632258062273522,-0.008657901004190283,-0.019230826590996397,-0.02325582973463003,-0.0064103315816634865,-0.0031544662867297735,-0.006557298286177904,-0.010256327877111393,-0.0030301527018281593
2020-01-31,-0.04150958551690187,-0.03857564377377343,-0.02620089557734462,-0.013071935179306271,-0.013605409093728649,-0.02150540626536468,-0.009493738592489809,-0.05610565946485735,-0.01554408797168172,-0.03343463790931611
2020-02-03,-0.011811193772367834,-0.006172912523548457,0.0,-0.006622437560399819,-0.020689553860113508,0.0021977955165637386,-0.019169228855992038,0.027972172774735515,-0.015789521685796504,-0.01257868911636717
2020-02-04,0.01992068989433693,0.024844649981675015,0.022421514162186407,0.0033333933728392218,0.0,0.017544002129961545,0.009771894401715775,0.006802638233397662,0.0053476398016159,0.003184712374053378
2020-02-05,0.0,0.019697183157100673,0.0,0.023255732775145477,0.01760551152285461,-0.008620758460193279,0.0,0.0033783375087961254,0.0026596416463242623,0.028571419612894333
2020-02-06,0.01562478656245303,0.0014857920641058175,-0.0021929550229707884,0.0,0.0,0.0,-0.006451632560590892,-0.016834906604436983,-0.0026525867162233707,-0.01851843666359798
2020-02-07,-0.01538440846381639,0.0029673504840708187,0.0,0.003246811790082793,0.003460224381986343,0.0,0.0194804985189565,0.006849326052314142,0.007978747682706677,-0.006289461029684196
2020-02-10,-0.03125004825544542,0.003698214207370265,-0.010988961508439976,0.0,-0.03448282454307683,0.00652181588491918,-0.01273881367111196,0.006802638233397662,0.005277002167566325,-0.003164478081078226
2020-02-11,-0.016129119274692072,-0.0007370044631307415,0.0022221049811590454,0.006472413936820409,0.021428676384843248,-0.008639281380781627,-0.009677328568850174,-0.01351344309207958,-0.005249301591688682,-0.003174602179210506
2020-02-12,-0.020491806598601392,0.0029497573335632854,0.0044347126446404594,0.0032154921236755563,0.0,-0.06318091683588278,-0.08794802119401501,-0.03424672459321132,0.007915503251349376,-0.03184704510371805
2020-02-13,-0.004184266511579771,-0.0014704975734058934,0.00882982220550721,0.006410179313177,-0.05244759989303638,0.004651148311904274,0.0,-0.02836864885023238,-0.023560107572544675,-0.0263157787863757
2020-02-14,0.025210258504312133,-0.016200162697188714,-0.004376225470590356,-0.0031846753167538155,-0.03321038534374976,-0.002314807642294303,0.02142872677996066,0.014598262041291665,-0.02412884752402711,0.010135130907832357
2020-02-17,0.0,0.005987918243586243,-0.017582462017910805,0.0031948498762957023,0.011450437790220258,0.006960742274888743,0.0,0.0,-0.008241692597426797,-0.010033440673153926
2020-02-18,0.0,-0.0037200521674186637,-0.015659939374386034,-0.0031846753167538155,0.026415112206638947,0.0,-0.0069931145667435635,0.0035972776972350573,0.00277006085585918,0.0
2020-02-19,0.02459001836901642,0.0,0.018181773362450304,0.015974441200989675,0.014705953345040212,0.013824839310608628,-0.007042275093427475,0.02867398339292837,0.0,0.010135130907832357
2020-02-20,0.003999916072918053,-0.01493665120353993,0.017857189292554976,0.006289327175193149,-0.028985645144903427,0.02045447907945719,0.03546110230468291,-0.010453122188231023,0.0027625008710774335,0.023411361570692568
2020-02-21,-0.011951880881588162,0.00303259177881543,-0.010964951305351356,-0.012500037524691199,-0.02985067476661707,-0.02449890788252429,-0.01369875607391935,-0.03873231650188258,0.01652879208944613,-0.01960783522620857
2020-02-24,-0.016129119274692072,-0.013605581638124753,-0.004434623572722729,-0.015822785411387486,-0.030769379255763174,0.0068492934386812365,0.0,-0.007325918625478156,-0.013550118124742605,-0.03666665157713711
2020-02-25,0.020491868910811784,0.000766462174341731,0.0022273227321301103,0.0032154921236755563,0.02380975814847397,-0.004535234344386185,0.0034723624700041533,-0.04428051256573151,-0.013736062779095781,0.010380618402804576
2020-02-26,-0.02811270900173457,-0.016845280576495814,-0.004444567041698266,-0.019230826590996397,-0.015504062712483169,-0.013667282657061852,-0.027681657030796503,-0.007722020451246148,-0.022284311832588277,0.0
2020-02-27,-0.01652889394661816,-0.0202491616729511,-0.042162880284729365,-0.039215609330375045,-0.031495988818111775,-0.025404281983882226,-0.017793514349114692,-0.02723734574487413,-0.011395825571932194,-0.02054810564064935
2020-02-28,-0.0714283524007403,0.0,0.014527905557707665,0.0397819912530204,0.05284554822447918,-0.026066270785681356,-0.0579711815582723,-0.024000039664569983,0.0057636417119175665,-0.04545453368151875
2020-03-02,0.031674156157781574,-0.03338650857453107,-0.050119214581725635,-0.044673367075973136,-0.027027157957969616,-0.012165520382927175,0.026923111486461204,-0.02049166864504104,-0.014326722255976088,0.010989098453993762
2020-03-03,0.035087511053871756,0.039473670174361875,0.030150582424958827,0.03597103814121416,-0.007936315870466504,0.0788178211510775,0.06741565502470825,0.01255226315992064,0.052325548165789826,0.03260877344662538
2020-03-04,0.012712049217741717,0.018987381924198354,0.029268319823062106,0.03819450301433447,0.01599984313192704,0.0,0.007017565586848518,0.05371903695504332,0.058011045400697014,0.042105244918221985
2020-03-05,0.012552099760791746,-0.0007763953119273026,-0.01658760868525544,0.016722467480746017,-0.023621934173950865,0.0,0.003484287966687427,0.04313716043831084,0.0,-0.0033670019673753826
2020-03-06,-0.061983430833818076,-0.036518841161609195,-0.033735076474856296,-0.0460527738187293,-0.06854830596927908,0.0,-0.034722157492476646,-0.07142853444570307,-0.02088773527480181,0.006756837357329903
2020-03-09,-0.11453752194475819,-0.06693566057315714,-0.06483788792513723,-0.0931034329851752,-0.09090920574312322,-0.05251135156599296,-0.08273375151987294,-0.07692308979048856,-0.06666666666666665,-0.057047117222489785
2020-03-10,0.024875632051507335,0.024200551440835882,0.04266674172481344,0.04562725950677016,0.014285644811115938,0.03855409251253361,0.058823363130253714,0.013157855791287476,-0.0028570247943326965,0.010676152831100127
2020-03-11,-0.004854341344092572,-0.012658191317615253,0.0,-0.0072725882156969845,-0.06338018328731077,0.016241352386982433,0.007407614713079491,-0.03463185396273971,-0.025788042769909314,0.028169091231572407
2020-03-12,-0.04195123210245211,-0.04957280704610101,-0.07672626203676103,-0.058608081230380416,-0.06516292926250233,-0.03881286655806704,-0.0220588880351672,-0.06278054739246441,-0.026470571515550323,-0.010273968258827204
2020-03-13,0.0,0.0,0.030470768755903155,-0.011673149587685283,-0.034852559500606284,0.04275531899221674,0.03759409737676234,0.0,0.0,0.0
2020-03-16,-0.06517299247888408,0.0,-0.05913961507673293,0.0,-0.06944429584599798,-0.05239174143283121,-0.06884064301231407,-0.04306214578022882,-0.04531725825976507,-0.03460223222127823
2020-03-17,-0.06971663415213425,-0.07913647245017008,-0.06857159079900121,-0.12992123548092438,-0.05970159914033346,-0.06249991285387624,-0.046692648023858085,-0.004999939745657822,-0.06962032791836503,-0.06810034034195622
2020-03-18,-0.028103072223230052,-0.02343777530515756,-0.03680961295060414,-0.06787335319298826,-0.03809523633080392,-0.043589889972299734,-0.008163391191848612,0.05025113212408705,-0.04421744958470586,-0.06923074950642194
2020-03-19,-0.06987959664229448,-0.06999981014202439,-0.0668791212769293,-0.0699029290524299,-0.06930697550660081,-0.050938242232692166,-0.06995881027275974,-0.06698550152768445,-0.06761581662548977,-0.06611568224140962
2020-03-20,-0.020725345742465207,0.01827970678214963,-0.04095560099983275,-0.0688933840185092,0.13120569100433288,0.014124312299932162,0.01769905956595541,0.0051281428308693755,0.09923673637228658,0.10176976889090605
2020-03-23,-0.0687830240911832,-0.06441417807134708,-0.06761558883280505,-0.06950687119646215,-0.06896548569956673,-0.06963797302078123,-0.06956500312972269,-0.0663265721991042,-0.06944451836960541,-0.0682727813354147
2020-03-24,-0.06818199488327559,0.0158013767849845,-0.06870241624255213,-0.0698795023093246,-0.05050509714751905,-0.005987938758936995,-0.05607487110773701,-0.05464475281288528,-0.022388066661042205,-0.021551819099929315
2020-03-26,0.10365868002904088,0.17333343466079065,0.20491808473957485,0.1580312539850377,0.24822712280928672,0.14457832701625462,0.18316825378348267,0.09826590101562438,0.13740462384441732,0.1938325147822697
2020-03-27,0.1270717663529195,0.043560479585156964,0.09863959489393404,0.10514539259608968,0.02272713142758609,0.050000076321653264,0.1380754774240509,0.06315792754648619,0.03691278995390079,0.003689944441270576
2020-03-30,-0.06862749664846579,-0.002722315474843917,-0.06811160445574649,-0.06882605525680208,0.0,-0.032581683453142496,-0.066176572722348,0.034653317510050075,0.016181206738558496,-0.05514695302563222
2020-03-31,0.026315936882642665,0.005459708015819631,0.0033224012410755233,0.017391343512347834,0.11111116514690988,0.05958554433457741,0.0,0.14832542506372537,0.006369375377550224,0.12840461991342056
2020-04-01,-0.03333331059204003,-0.008144985479852096,-0.02980144277694874,-0.014957221738270632,-0.025000047416411042,-0.007334940919885069,0.0,-0.029166774263706285,-0.018987295051021813,-0.013793183895325134
